state	type_with_type	type_with_flowers	flowers_with_type	flowers_with_flowers
18970000	1	0.614981956749575	0.614981956749575	1
18980000	1	0.090588556004652	0.090588556004652	1
18990000	1	0.518958878116978	0.518958878116978	1
1.9e+07	1	0.697254437794247	0.697254437794247	1
19010000	1	0.606233128639358	0.606233128639358	1
19020000	1	0.317161353816773	0.317161353816773	1
19030000	1	0.445144416728858	0.445144416728858	1
19040000	1	0.307950271902733	0.307950271902733	1
19050000	1	0.361012826054999	0.361012826054999	1
19060000	1	0.446531207894123	0.446531207894123	1
19070000	1	0.396273001319183	0.396273001319183	1
19080000	1	0.703316469173411	0.703316469173411	1
19090000	1	0.432701536765118	0.432701536765118	1
19100000	1	0.530554358937875	0.530554358937875	1
19110000	1	0.129834056384798	0.129834056384798	1
19120000	1	0.649626105760428	0.649626105760428	1
19130000	1	0.583919859642268	0.583919859642268	1
19140000	1	0.32062032384605	0.32062032384605	1
19150000	1	0.425199519095627	0.425199519095627	1
19160000	1	0.735513716098159	0.735513716098159	1
19170000	1	0.607263377006535	0.607263377006535	1
19180000	1	0.379735760087042	0.379735760087042	1
19190000	1	0.316250593889133	0.316250593889133	1
19200000	1	0.428650692902823	0.428650692902823	1
19210000	1	0.413031910036281	0.413031910036281	1
19220000	1	0.367380417396537	0.367380417396537	1
19230000	1	0.388416552308216	0.388416552308216	1
19240000	1	0.173170251864525	0.173170251864525	1
19250000	1	0.189000141988539	0.189000141988539	1
19260000	1	0.40432716754788	0.40432716754788	1
19270000	1	0.260126904806705	0.260126904806705	1
19280000	1	0.675017667749102	0.675017667749102	1
19290000	1	0.375287251031093	0.375287251031093	1
19300000	1	0.605757323436316	0.605757323436316	1
19310000	1	0.582538937932046	0.582538937932046	1
19320000	1	0.692773820600126	0.692773820600126	1
19330000	1	0.425493132313412	0.425493132313412	1
19340000	1	0.457444675863517	0.457444675863517	1
19350000	1	0.493853220183651	0.493853220183651	1
19360000	1	0.48320398203748	0.48320398203748	1
19370000	1	0.602273719573527	0.602273719573527	1
19380000	1	0.605100823715177	0.605100823715177	1
19390000	1	0.585142039820187	0.585142039820187	1
