Iteration	Replicate_ID	Posterior	Likelihood	Prior	correlations[1]	proportional_rates[1]	proportional_rates[2]	relative_rates[1]	relative_rates[2]	sigma2
245	1	-83880.82	-83880.41	-0.4052838	0.0173225	0.918306	0.0816941	1.83661	0.163388	0.9998187
246	0	-83902.8	-83902.39	-0.4050278	0.0187347	0.917901	0.0820992	1.8358	0.164198	0.9995628
247	1	-83880.83	-83880.43	-0.4052838	0.0180127	0.918306	0.0816941	1.83661	0.163388	0.9998187
248	0	-83902.8	-83902.39	-0.4050278	0.0187347	0.917901	0.0820992	1.8358	0.164198	0.9995628
249	1	-83881.5	-83881.1	-0.4052838	0.0203876	0.918306	0.0816941	1.83661	0.163388	0.9998187
250	0	-83902.8	-83902.39	-0.4050278	0.0187347	0.917901	0.0820992	1.8358	0.164198	0.9995628
251	1	-83881.54	-83881.13	-0.4052838	0.0144497	0.918493	0.0815073	1.83699	0.163015	0.9998187
252	0	-83902.69	-83902.29	-0.4050278	0.0169196	0.917901	0.0820992	1.8358	0.164198	0.9995628
253	1	-83881.54	-83881.13	-0.4052838	0.0144497	0.918493	0.0815073	1.83699	0.163015	0.9998187
254	0	-83902.69	-83902.29	-0.4050278	0.0169196	0.917901	0.0820992	1.8358	0.164198	0.9995628
255	1	-83880.87	-83880.47	-0.4052838	0.0162915	0.918493	0.0815073	1.83699	0.163015	0.9998187
256	0	-83902.21	-83901.8	-0.4050278	0.0169196	0.918482	0.0815181	1.83696	0.163036	0.9995628
257	1	-83881.36	-83880.96	-0.4052838	0.0154644	0.919043	0.0809569	1.83809	0.161914	0.9998187
258	0	-83902.21	-83901.8	-0.4050278	0.0169196	0.918482	0.0815181	1.83696	0.163036	0.9995628
259	1	-83880.99	-83880.58	-0.4052838	0.0177745	0.919043	0.0809569	1.83809	0.161914	0.9998187
260	0	-83902.21	-83901.8	-0.4050278	0.0169196	0.918482	0.0815181	1.83696	0.163036	0.9995628
261	1	-83880.99	-83880.58	-0.4052838	0.0177745	0.919043	0.0809569	1.83809	0.161914	0.9998187
262	0	-83902.26	-83901.86	-0.4050278	0.0165031	0.918482	0.0815181	1.83696	0.163036	0.9995628
263	1	-83880.99	-83880.58	-0.4052838	0.0177745	0.919043	0.0809569	1.83809	0.161914	0.9998187
264	0	-83902.26	-83901.86	-0.4050278	0.0165031	0.918482	0.0815181	1.83696	0.163036	0.9995628
265	1	-83880.99	-83880.58	-0.4052838	0.0177745	0.919043	0.0809569	1.83809	0.161914	0.9998187
266	0	-83902.28	-83901.87	-0.4050278	0.0165031	0.918422	0.0815781	1.83684	0.163156	0.9995628
267	1	-83880.99	-83880.58	-0.4052838	0.0177745	0.919043	0.0809569	1.83809	0.161914	0.9998187
268	0	-83902.31	-83901.91	-0.4050278	0.0187327	0.918422	0.0815781	1.83684	0.163156	0.9995628
269	1	-83881.61	-83881.2	-0.4052838	0.0153732	0.919205	0.0807952	1.83841	0.16159	0.9998187
270	0	-83903.4	-83903	-0.4050278	0.020658	0.919207	0.0807933	1.83841	0.161587	0.9995628
271	1	-83881.4	-83880.99	-0.4052838	0.0191941	0.919205	0.0807952	1.83841	0.16159	0.9998187
272	0	-83903.4	-83903	-0.4050278	0.020658	0.919207	0.0807933	1.83841	0.161587	0.9995628
273	1	-83881.51	-83881.11	-0.4052838	0.0176777	0.919401	0.0805985	1.8388	0.161197	0.9998187
274	0	-83902.67	-83902.27	-0.4050278	0.018397	0.919207	0.0807933	1.83841	0.161587	0.9995628
275	1	-83881.51	-83881.11	-0.4052838	0.0176777	0.919401	0.0805985	1.8388	0.161197	0.9998187
276	0	-83905.6	-83905.2	-0.4050278	0.0235712	0.919207	0.0807933	1.83841	0.161587	0.9995628
277	1	-83880.78	-83880.38	-0.4052838	0.0176423	0.91878	0.0812196	1.83756	0.162439	0.9998187
278	0	-83902.65	-83902.24	-0.4050278	0.0170789	0.919207	0.0807933	1.83841	0.161587	0.9995628
279	1	-83880.78	-83880.38	-0.4052838	0.0176423	0.91878	0.0812196	1.83756	0.162439	0.9998187
280	0	-83902.8	-83902.39	-0.4050278	0.0190537	0.919207	0.0807933	1.83841	0.161587	0.9995628
281	1	-83880.78	-83880.38	-0.4052838	0.0176423	0.91878	0.0812196	1.83756	0.162439	0.9998187
282	0	-83902.8	-83902.39	-0.4050278	0.0190537	0.919207	0.0807933	1.83841	0.161587	0.9995628
283	1	-83880.78	-83880.38	-0.4052838	0.0176423	0.91878	0.0812196	1.83756	0.162439	0.9998187
284	0	-83902.63	-83902.23	-0.4050278	0.0180087	0.919207	0.0807933	1.83841	0.161587	0.9995628
285	1	-83880.86	-83880.46	-0.4052838	0.0185333	0.91878	0.0812196	1.83756	0.162439	0.9998187
286	0	-83902.67	-83902.26	-0.4050278	0.0183537	0.919207	0.0807933	1.83841	0.161587	0.9995628
287	1	-83881.02	-83880.61	-0.4052838	0.0158849	0.91878	0.0812196	1.83756	0.162439	0.9998187
288	0	-83902.91	-83902.5	-0.4050278	0.0194636	0.919207	0.0807933	1.83841	0.161587	0.9995628
289	1	-83880.84	-83880.43	-0.4052838	0.0183904	0.91878	0.0812196	1.83756	0.162439	0.9998187
290	0	-83902.79	-83902.38	-0.4050278	0.0190104	0.919207	0.0807933	1.83841	0.161587	0.9995628
291	1	-83880.98	-83880.58	-0.4052838	0.0160261	0.91878	0.0812196	1.83756	0.162439	0.9998187
292	0	-83902.67	-83902.27	-0.4050278	0.0184045	0.919207	0.0807933	1.83841	0.161587	0.9995628
293	1	-83881.31	-83880.9	-0.4052838	0.0200724	0.91878	0.0812196	1.83756	0.162439	0.9998187
294	0	-83902.45	-83902.04	-0.4050278	0.0193444	0.918475	0.0815247	1.83695	0.163049	0.9995628
295	1	-83881.61	-83881.21	-0.4052838	0.0144206	0.91878	0.0812196	1.83756	0.162439	0.9998187
296	0	-83902.25	-83901.84	-0.4050278	0.0166249	0.918475	0.0815247	1.83695	0.163049	0.9995628
297	1	-83880.79	-83880.38	-0.4052838	0.0173227	0.91878	0.0812196	1.83756	0.162439	0.9998187
298	0	-83902.63	-83902.23	-0.4050278	0.0199106	0.918595	0.0814055	1.83719	0.162811	0.9995628
299	1	-83881.56	-83881.15	-0.4052838	0.014524	0.91878	0.0812196	1.83756	0.162439	0.9998187
300	0	-83902.28	-83901.87	-0.4050278	0.016406	0.918595	0.0814055	1.83719	0.162811	0.9995628
301	1	-83881.04	-83880.64	-0.4052838	0.0156503	0.918481	0.0815192	1.83696	0.163038	0.9998187
302	0	-83902.49	-83902.08	-0.4050278	0.0195018	0.918595	0.0814055	1.83719	0.162811	0.9995628
303	1	-83880.8	-83880.4	-0.4052838	0.0183946	0.918481	0.0815192	1.83696	0.163038	0.9998187
304	0	-83902.17	-83901.77	-0.4050278	0.0177933	0.918595	0.0814055	1.83719	0.162811	0.9995628
305	1	-83881.89	-83881.48	-0.4052838	0.0212323	0.918481	0.0815192	1.83696	0.163038	0.9998187
306	0	-83902.17	-83901.77	-0.4050278	0.0177933	0.918595	0.0814055	1.83719	0.162811	0.9995628
307	1	-83882.03	-83881.63	-0.4052838	0.013614	0.918481	0.0815192	1.83696	0.163038	0.9998187
308	0	-83903	-83902.6	-0.4050278	0.0207046	0.918595	0.0814055	1.83719	0.162811	0.9995628
309	1	-83881.04	-83880.64	-0.4052838	0.01943	0.918481	0.0815192	1.83696	0.163038	0.9998187
310	0	-83906.63	-83906.22	-0.4050278	0.0248436	0.918595	0.0814055	1.83719	0.162811	0.9995628
311	1	-83881.17	-83880.76	-0.4052838	0.0197964	0.918481	0.0815192	1.83696	0.163038	0.9998187
312	0	-83902.21	-83901.81	-0.4050278	0.0182969	0.918592	0.0814085	1.83718	0.162817	0.9995628
313	1	-83880.74	-83880.34	-0.4052838	0.0175912	0.918481	0.0815192	1.83696	0.163038	0.9998187
314	0	-83902.49	-83902.08	-0.4050278	0.0195029	0.918592	0.0814085	1.83718	0.162817	0.9995628
315	1	-83881.07	-83880.67	-0.4052838	0.0195217	0.918481	0.0815192	1.83696	0.163038	0.9998187
316	0	-83902.49	-83902.08	-0.4050278	0.0195029	0.918592	0.0814085	1.83718	0.162817	0.9995628
317	1	-83880.78	-83880.38	-0.4052838	0.0182084	0.918481	0.0815192	1.83696	0.163038	0.9998187
318	0	-83905.43	-83905.02	-0.4050278	0.0237878	0.918592	0.0814085	1.83718	0.162817	0.9995628
319	1	-83880.99	-83880.59	-0.4052838	0.0192701	0.918481	0.0815192	1.83696	0.163038	0.9998187
320	0	-83902.18	-83901.78	-0.4050278	0.0180038	0.918592	0.0814085	1.83718	0.162817	0.9995628
321	1	-83881.15	-83880.74	-0.4052838	0.0197406	0.918481	0.0815192	1.83696	0.163038	0.9998187
322	0	-83903.12	-83902.72	-0.4050278	0.0141721	0.918592	0.0814085	1.83718	0.162817	0.9995628
323	1	-83881.15	-83880.74	-0.4052838	0.0197406	0.918481	0.0815192	1.83696	0.163038	0.9998187
324	0	-83903.12	-83902.72	-0.4050278	0.0141721	0.918592	0.0814085	1.83718	0.162817	0.9995628
325	1	-83880.87	-83880.47	-0.4052838	0.0187715	0.918481	0.0815192	1.83696	0.163038	0.9998187
326	0	-83902.17	-83901.76	-0.4050278	0.017454	0.918592	0.0814085	1.83718	0.162817	0.9995628
327	1	-83880.87	-83880.47	-0.4052838	0.0187715	0.918481	0.0815192	1.83696	0.163038	0.9998187
328	0	-83902.43	-83902.03	-0.4050278	0.0193377	0.918592	0.0814085	1.83718	0.162817	0.9995628
329	1	-83880.87	-83880.47	-0.4052838	0.0187715	0.918481	0.0815192	1.83696	0.163038	0.9998187
330	0	-83902.24	-83901.83	-0.4050278	0.0184707	0.918592	0.0814085	1.83718	0.162817	0.9995628
331	1	-83880.82	-83880.41	-0.4052838	0.0165816	0.918481	0.0815192	1.83696	0.163038	0.9998187
332	0	-83902.45	-83902.04	-0.4050278	0.0157121	0.918592	0.0814085	1.83718	0.162817	0.9995628
333	1	-83881.4	-83881	-0.4052838	0.0203445	0.918481	0.0815192	1.83696	0.163038	0.9998187
334	0	-83902.2	-83901.8	-0.4050278	0.0182029	0.918592	0.0814085	1.83718	0.162817	0.9995628
335	1	-83881.4	-83881	-0.4052838	0.0203445	0.918481	0.0815192	1.83696	0.163038	0.9998187
336	0	-83902.18	-83901.77	-0.4050278	0.0179202	0.918592	0.0814085	1.83718	0.162817	0.9995628
337	1	-83884.31	-83883.91	-0.4052838	0.0240157	0.918879	0.0811208	1.83776	0.162242	0.9998187
338	0	-83902.57	-83902.16	-0.4050278	0.0197366	0.918592	0.0814085	1.83718	0.162817	0.9995628
339	1	-83880.84	-83880.44	-0.4052838	0.0177972	0.918879	0.0811208	1.83776	0.162242	0.9998187
340	0	-83902.6	-83902.19	-0.4050278	0.0198179	0.918592	0.0814085	1.83718	0.162817	0.9995628
341	1	-83880.78	-83880.37	-0.4052838	0.0180694	0.918444	0.0815564	1.83689	0.163113	0.9998187
342	0	-83902.58	-83902.17	-0.4050278	0.0153298	0.918592	0.0814085	1.83718	0.162817	0.9995628
343	1	-83880.78	-83880.37	-0.4052838	0.0180694	0.918444	0.0815564	1.83689	0.163113	0.9998187
344	0	-83903.61	-83903.21	-0.4050278	0.0217023	0.918592	0.0814085	1.83718	0.162817	0.9995628
345	1	-83880.87	-83880.47	-0.4052838	0.0163356	0.918444	0.0815564	1.83689	0.163113	0.9998187
346	0	-83903.61	-83903.21	-0.4050278	0.0217023	0.918592	0.0814085	1.83718	0.162817	0.9995628
347	1	-83881.71	-83881.31	-0.4052838	0.0163356	0.919431	0.0805685	1.83886	0.161137	0.9998187
348	0	-83902.17	-83901.77	-0.4050278	0.0172276	0.918592	0.0814085	1.83718	0.162817	0.9995628
349	1	-83881.71	-83881.31	-0.4052838	0.0163356	0.919431	0.0805685	1.83886	0.161137	0.9998187
350	0	-83902.7	-83902.29	-0.4050278	0.0150319	0.918592	0.0814085	1.83718	0.162817	0.9995628
351	1	-83882.69	-83882.28	-0.4052838	0.0212831	0.919431	0.0805685	1.83886	0.161137	0.9998187
352	0	-83902.7	-83902.29	-0.4050278	0.0150319	0.918592	0.0814085	1.83718	0.162817	0.9995628
353	1	-83881.59	-83881.19	-0.4052838	0.0181403	0.919431	0.0805685	1.83886	0.161137	0.9998187
354	0	-83902.7	-83902.29	-0.4050278	0.0150319	0.918592	0.0814085	1.83718	0.162817	0.9995628
355	1	-83881.85	-83881.45	-0.4052838	0.015803	0.919431	0.0805685	1.83886	0.161137	0.9998187
356	0	-83902.44	-83902.03	-0.4050278	0.0157487	0.918592	0.0814085	1.83718	0.162817	0.9995628
357	1	-83882.47	-83882.06	-0.4052838	0.0143581	0.919431	0.0805685	1.83886	0.161137	0.9998187
358	0	-83902.44	-83902.03	-0.4050278	0.0157487	0.918592	0.0814085	1.83718	0.162817	0.9995628
359	1	-83882.11	-83881.71	-0.4052838	0.0201719	0.919431	0.0805685	1.83886	0.161137	0.9998187
360	0	-83902.44	-83902.03	-0.4050278	0.0157487	0.918592	0.0814085	1.83718	0.162817	0.9995628
361	1	-83881.65	-83881.25	-0.4052838	0.016636	0.919431	0.0805685	1.83886	0.161137	0.9998187
362	0	-83904.32	-83903.91	-0.4050278	0.0124788	0.918592	0.0814085	1.83718	0.162817	0.9995628
363	1	-83883.38	-83882.98	-0.4052838	0.0222822	0.919431	0.0805685	1.83886	0.161137	0.9998187
364	0	-83902.81	-83902.41	-0.4050278	0.0201524	0.918856	0.0811442	1.83771	0.162288	0.9995628
365	1	-83882.81	-83882.41	-0.4052838	0.0222822	0.919029	0.0809712	1.83806	0.161942	0.9998187
366	0	-83902.37	-83901.97	-0.4050278	0.0187463	0.918856	0.0811442	1.83771	0.162288	0.9995628
367	1	-83883.16	-83882.75	-0.4052838	0.0227009	0.919029	0.0809712	1.83806	0.161942	0.9998187
368	0	-83902.37	-83901.97	-0.4050278	0.0187463	0.918856	0.0811442	1.83771	0.162288	0.9995628
369	1	-83881.05	-83880.65	-0.4052838	0.0165993	0.919029	0.0809712	1.83806	0.161942	0.9998187
370	0	-83902.27	-83901.86	-0.4050278	0.0172454	0.918856	0.0811442	1.83771	0.162288	0.9995628
371	1	-83881.05	-83880.65	-0.4052838	0.0165993	0.919029	0.0809712	1.83806	0.161942	0.9998187
372	0	-83904.59	-83904.18	-0.4050278	0.0228495	0.918856	0.0811442	1.83771	0.162288	0.9995628
373	1	-83881.05	-83880.65	-0.4052838	0.0165993	0.919029	0.0809712	1.83806	0.161942	0.9998187
374	0	-83904.44	-83904.04	-0.4050278	0.0124668	0.918856	0.0811442	1.83771	0.162288	0.9995628
375	1	-83881.21	-83880.8	-0.4052838	0.0192844	0.919029	0.0809712	1.83806	0.161942	0.9998187
376	0	-83904.44	-83904.04	-0.4050278	0.0124668	0.918856	0.0811442	1.83771	0.162288	0.9995628
377	1	-83881.01	-83880.6	-0.4052838	0.016932	0.919029	0.0809712	1.83806	0.161942	0.9998187
378	0	-83902.6	-83902.2	-0.4050278	0.0155366	0.918856	0.0811442	1.83771	0.162288	0.9995628
379	1	-83882.16	-83881.75	-0.4052838	0.0139315	0.919084	0.0809155	1.83817	0.161831	0.9998187
380	0	-83903.06	-83902.66	-0.4050278	0.0206756	0.918856	0.0811442	1.83771	0.162288	0.9995628
381	1	-83881.03	-83880.63	-0.4052838	0.0176887	0.919084	0.0809155	1.83817	0.161831	0.9998187
382	0	-83902.61	-83902.21	-0.4050278	0.0155108	0.918856	0.0811442	1.83771	0.162288	0.9995628
383	1	-83881.28	-83880.88	-0.4052838	0.0168475	0.91789	0.0821099	1.83578	0.16422	0.9998187
384	0	-83902.61	-83902.21	-0.4050278	0.0155108	0.918856	0.0811442	1.83771	0.162288	0.9995628
385	1	-83881.38	-83880.98	-0.4052838	0.0162165	0.91789	0.0821099	1.83578	0.16422	0.9998187
386	0	-83902.52	-83902.11	-0.4050278	0.0184382	0.919081	0.0809193	1.83816	0.161839	0.9995628
387	1	-83881.46	-83881.06	-0.4052838	0.0158863	0.91789	0.0821099	1.83578	0.16422	0.9998187
388	0	-83903.21	-83902.81	-0.4050278	0.014592	0.919081	0.0809193	1.83816	0.161839	0.9995628
389	1	-83881.51	-83881.1	-0.4052838	0.0157359	0.91789	0.0821099	1.83578	0.16422	0.9998187
390	0	-83902.47	-83902.06	-0.4050278	0.017227	0.919081	0.0809193	1.83816	0.161839	0.9995628
391	1	-83881.27	-83880.86	-0.4052838	0.0170147	0.91789	0.0821099	1.83578	0.16422	0.9998187
392	0	-83903.43	-83903.03	-0.4050278	0.0141881	0.919081	0.0809193	1.83816	0.161839	0.9995628
393	1	-83881.27	-83880.87	-0.4052838	0.017971	0.91789	0.0821099	1.83578	0.16422	0.9998187
394	0	-83902.47	-83902.07	-0.4050278	0.0179816	0.919081	0.0809193	1.83816	0.161839	0.9995628
395	1	-83881.19	-83880.79	-0.4052838	0.017971	0.919201	0.0807989	1.8384	0.161598	0.9998187
396	0	-83903.04	-83902.63	-0.4050278	0.0171177	0.919438	0.0805616	1.83888	0.161123	0.9995628
397	1	-83881.19	-83880.79	-0.4052838	0.017971	0.919201	0.0807989	1.8384	0.161598	0.9998187
398	0	-83903.04	-83902.64	-0.4050278	0.0181978	0.919438	0.0805616	1.83888	0.161123	0.9995628
399	1	-83880.85	-83880.44	-0.4052838	0.0174287	0.91889	0.0811099	1.83778	0.16222	0.9998187
400	0	-83903.73	-83903.32	-0.4050278	0.0147163	0.919438	0.0805616	1.83888	0.161123	0.9995628
401	1	-83880.88	-83880.47	-0.4052838	0.0169783	0.91889	0.0811099	1.83778	0.16222	0.9998187
402	0	-83903.45	-83903.05	-0.4050278	0.019912	0.919438	0.0805616	1.83888	0.161123	0.9995628
403	1	-83881.41	-83881.01	-0.4052838	0.0201731	0.91889	0.0811099	1.83778	0.16222	0.9998187
404	0	-83904.11	-83903.71	-0.4050278	0.0212522	0.919438	0.0805616	1.83888	0.161123	0.9995628
405	1	-83881.15	-83880.75	-0.4052838	0.0156749	0.91889	0.0811099	1.83778	0.16222	0.9998187
406	0	-83903.52	-83903.12	-0.4050278	0.0200943	0.919438	0.0805616	1.83888	0.161123	0.9995628
407	1	-83881.24	-83880.83	-0.4052838	0.0154159	0.91889	0.0811099	1.83778	0.16222	0.9998187
408	0	-83903.11	-83902.71	-0.4050278	0.0187124	0.919438	0.0805616	1.83888	0.161123	0.9995628
409	1	-83880.87	-83880.46	-0.4052838	0.0170807	0.91889	0.0811099	1.83778	0.16222	0.9998187
410	0	-83903.02	-83902.61	-0.4050278	0.0175599	0.919438	0.0805616	1.83888	0.161123	0.9995628
411	1	-83880.87	-83880.46	-0.4052838	0.0170807	0.91889	0.0811099	1.83778	0.16222	0.9998187
412	0	-83903.22	-83902.82	-0.4050278	0.019191	0.919438	0.0805616	1.83888	0.161123	0.9995628
413	1	-83880.9	-83880.5	-0.4052838	0.01839	0.91889	0.0811099	1.83778	0.16222	0.9998187
414	0	-83903.06	-83902.65	-0.4050278	0.0183347	0.919438	0.0805616	1.83888	0.161123	0.9995628
415	1	-83880.73	-83880.33	-0.4052838	0.017513	0.918585	0.0814149	1.83717	0.16283	0.9998187
416	0	-83903.6	-83903.2	-0.4050278	0.0202746	0.919438	0.0805616	1.83888	0.161123	0.9995628
417	1	-83882.67	-83882.27	-0.4052838	0.0223574	0.918585	0.0814149	1.83717	0.16283	0.9998187
418	0	-83903.78	-83903.38	-0.4050278	0.0206572	0.919438	0.0805616	1.83888	0.161123	0.9995628
419	1	-83882.01	-83881.61	-0.4052838	0.0158382	0.919513	0.0804868	1.83903	0.160974	0.9998187
420	0	-83903.59	-83903.18	-0.4050278	0.0202403	0.919438	0.0805616	1.83888	0.161123	0.9995628
421	1	-83881.77	-83881.37	-0.4052838	0.0169989	0.919513	0.0804868	1.83903	0.160974	0.9998187
422	0	-83903.72	-83903.32	-0.4050278	0.0147305	0.919438	0.0805616	1.83888	0.161123	0.9995628
423	1	-83881.09	-83880.69	-0.4052838	0.0178493	0.91913	0.0808701	1.83826	0.16174	0.9998187
424	0	-83903.49	-83903.09	-0.4050278	0.0200184	0.919438	0.0805616	1.83888	0.161123	0.9995628
425	1	-83881.09	-83880.68	-0.4052838	0.0177594	0.91913	0.0808701	1.83826	0.16174	0.9998187
426	0	-83903.12	-83902.71	-0.4050278	0.0187313	0.919438	0.0805616	1.83888	0.161123	0.9995628
427	1	-83881.11	-83880.7	-0.4052838	0.0177594	0.919146	0.080854	1.83829	0.161708	0.9998187
428	0	-83903.37	-83902.97	-0.4050278	0.0213283	0.9185	0.0815002	1.837	0.163	0.9995628
429	1	-83882.14	-83881.73	-0.4052838	0.0211148	0.919146	0.080854	1.83829	0.161708	0.9998187
430	0	-83902.67	-83902.27	-0.4050278	0.0150937	0.9185	0.0815002	1.837	0.163	0.9995628
431	1	-83881.66	-83881.26	-0.4052838	0.0204701	0.918155	0.0818454	1.83631	0.163691	0.9998187
432	0	-83902.76	-83902.36	-0.4050278	0.0148879	0.9185	0.0815002	1.837	0.163	0.9995628
433	1	-83881.7	-83881.29	-0.4052838	0.0205411	0.918155	0.0818454	1.83631	0.163691	0.9998187
434	0	-83902.32	-83901.92	-0.4050278	0.0181712	0.918906	0.0810939	1.83781	0.162188	0.9995628
435	1	-83880.93	-83880.52	-0.4052838	0.0174152	0.918155	0.0818454	1.83631	0.163691	0.9998187
436	0	-83902.33	-83901.93	-0.4050278	0.018221	0.918915	0.0810851	1.83783	0.16217	0.9995628
437	1	-83880.93	-83880.52	-0.4052838	0.0174152	0.918155	0.0818454	1.83631	0.163691	0.9998187
438	0	-83902.85	-83902.45	-0.4050278	0.0201472	0.918915	0.0810851	1.83783	0.16217	0.9995628
439	1	-83881.8	-83881.39	-0.4052838	0.0142797	0.918155	0.0818454	1.83631	0.163691	0.9998187
440	0	-83902.38	-83901.97	-0.4050278	0.0185492	0.918915	0.0810851	1.83783	0.16217	0.9995628
441	1	-83881.23	-83880.83	-0.4052838	0.0155977	0.918155	0.0818454	1.83631	0.163691	0.9998187
442	0	-83902.38	-83901.97	-0.4050278	0.0185492	0.918915	0.0810851	1.83783	0.16217	0.9995628
443	1	-83881.2	-83880.8	-0.4052838	0.0156966	0.918155	0.0818454	1.83631	0.163691	0.9998187
444	0	-83902.6	-83902.2	-0.4050278	0.0194906	0.918915	0.0810851	1.83783	0.16217	0.9995628
445	1	-83881.22	-83880.81	-0.4052838	0.0193659	0.918155	0.0818454	1.83631	0.163691	0.9998187
446	0	-83902.39	-83901.99	-0.4050278	0.0165298	0.918915	0.0810851	1.83783	0.16217	0.9995628
447	1	-83881.09	-83880.69	-0.4052838	0.0189003	0.918155	0.0818454	1.83631	0.163691	0.9998187
448	0	-83902.39	-83901.99	-0.4050278	0.0165298	0.918915	0.0810851	1.83783	0.16217	0.9995628
449	1	-83881.09	-83880.69	-0.4052838	0.0189003	0.918155	0.0818454	1.83631	0.163691	0.9998187
450	0	-83902.39	-83901.99	-0.4050278	0.0165298	0.918915	0.0810851	1.83783	0.16217	0.9995628
451	1	-83880.96	-83880.56	-0.4052838	0.0168471	0.918155	0.0818454	1.83631	0.163691	0.9998187
452	0	-83902.39	-83901.99	-0.4050278	0.0165298	0.918915	0.0810851	1.83783	0.16217	0.9995628
453	1	-83880.96	-83880.55	-0.4052838	0.0180982	0.918155	0.0818454	1.83631	0.163691	0.9998187
454	0	-83902.39	-83901.99	-0.4050278	0.0165298	0.918915	0.0810851	1.83783	0.16217	0.9995628
455	1	-83880.95	-83880.55	-0.4052838	0.01805	0.918155	0.0818454	1.83631	0.163691	0.9998187
456	0	-83902.57	-83902.16	-0.4050278	0.0193803	0.918915	0.0810851	1.83783	0.16217	0.9995628
457	1	-83881.18	-83880.78	-0.4052838	0.0174127	0.917938	0.0820616	1.83588	0.164123	0.9998187
458	0	-83902.5	-83902.1	-0.4050278	0.0177239	0.919116	0.0808835	1.83823	0.161767	0.9995628
459	1	-83883.28	-83882.87	-0.4052838	0.0224877	0.917938	0.0820616	1.83588	0.164123	0.9998187
460	0	-83903.58	-83903.18	-0.4050278	0.0140066	0.919116	0.0808835	1.83823	0.161767	0.9995628
461	1	-83883.28	-83882.87	-0.4052838	0.0224877	0.917938	0.0820616	1.83588	0.164123	0.9998187
462	0	-83903.79	-83903.38	-0.4050278	0.0136839	0.919116	0.0808835	1.83823	0.161767	0.9995628
463	1	-83881.68	-83881.28	-0.4052838	0.0150343	0.917938	0.0820616	1.83588	0.164123	0.9998187
464	0	-83903.79	-83903.38	-0.4050278	0.0136839	0.919116	0.0808835	1.83823	0.161767	0.9995628
465	1	-83881.29	-83880.89	-0.4052838	0.0191833	0.918034	0.0819656	1.83607	0.163931	0.9998187
466	0	-83902.5	-83902.1	-0.4050278	0.0176882	0.919116	0.0808835	1.83823	0.161767	0.9995628
467	1	-83881.19	-83880.78	-0.4052838	0.0187461	0.918034	0.0819656	1.83607	0.163931	0.9998187
468	0	-83902.52	-83902.12	-0.4050278	0.0180846	0.919116	0.0808835	1.83823	0.161767	0.9995628
469	1	-83881.19	-83880.78	-0.4052838	0.0187461	0.918034	0.0819656	1.83607	0.163931	0.9998187
470	0	-83904.97	-83904.56	-0.4050278	0.0230278	0.919116	0.0808835	1.83823	0.161767	0.9995628
471	1	-83881.07	-83880.66	-0.4052838	0.017864	0.918034	0.0819656	1.83607	0.163931	0.9998187
472	0	-83904.6	-83904.2	-0.4050278	0.0126764	0.917901	0.0820991	1.8358	0.164198	0.9995628
473	1	-83881.29	-83880.89	-0.4052838	0.0189908	0.917994	0.0820062	1.83599	0.164012	0.9998187
474	0	-83904.6	-83904.2	-0.4050278	0.0126764	0.917901	0.0820991	1.8358	0.164198	0.9995628
475	1	-83881.35	-83880.94	-0.4052838	0.0157915	0.917994	0.0820062	1.83599	0.164012	0.9998187
476	0	-83903.05	-83902.64	-0.4050278	0.0196121	0.917901	0.0820991	1.8358	0.164198	0.9995628
477	1	-83881.72	-83881.31	-0.4052838	0.0147913	0.917994	0.0820062	1.83599	0.164012	0.9998187
478	0	-83902.71	-83902.31	-0.4050278	0.0167403	0.917901	0.0820991	1.8358	0.164198	0.9995628
479	1	-83881.25	-83880.85	-0.4052838	0.0161613	0.917994	0.0820062	1.83599	0.164012	0.9998187
480	0	-83902.75	-83902.34	-0.4050278	0.0164917	0.917901	0.0820991	1.8358	0.164198	0.9995628
481	1	-83881.23	-83880.83	-0.4052838	0.0187256	0.917994	0.0820062	1.83599	0.164012	0.9998187
482	0	-83902.75	-83902.34	-0.4050278	0.0164917	0.917901	0.0820991	1.8358	0.164198	0.9995628
483	1	-83881.13	-83880.73	-0.4052838	0.0169187	0.917994	0.0820062	1.83599	0.164012	0.9998187
484	0	-83902.75	-83902.34	-0.4050278	0.0164917	0.917901	0.0820991	1.8358	0.164198	0.9995628
485	1	-83881.24	-83880.83	-0.4052838	0.0162356	0.917994	0.0820062	1.83599	0.164012	0.9998187
486	0	-83902.75	-83902.34	-0.4050278	0.0164917	0.917901	0.0820991	1.8358	0.164198	0.9995628
487	1	-83882.96	-83882.55	-0.4052838	0.0127874	0.917994	0.0820062	1.83599	0.164012	0.9998187
